query_id,query,query_type,label
263,What administrative territorial entities is Madrid located in?,paths,-1
264,What administrative territorial entities are located within Hungary?,paths,-1
265,What are all the entities that are located in administrative territorial entities within Spain?,paths,-1
266,What administrative territorial entities are located within the United States of America?,paths,-1
267,What administrative territorial entity is Montreal located in?,paths,-1
268,What administrative territorial entity is Leeds located in?,paths,-1
269,What administrative territorial entities is Istanbul located in?,paths,-1
270,What are the administrative territorial entities where Albemarle County is located in?,paths,-1
271,What administrative territorial entity is Anne Arundel County located in?,paths,-1
272,What administrative territorial entities is Luzerne County located in?,paths,-1
273,What administrative territorial entity is East Nusa Tenggara located in?,paths,-1
274,What administrative territorial entity is Valencia Province located in?,paths,-1
275,Which items are located in the administrative territorial entity of the Netherlands?,paths,-1
276,What is the administrative territorial entity in which Catalonia is located?,paths,-1
277,What are all the entities located in the Balearic Islands?,paths,-1
278,What administrative territorial entities is New York City located in?,paths,-1
279,"What administrative territorial entities is Washington, D.C. located in?",paths,-1
280,What administrative territorial entities is San Francisco located in?,paths,-1
281,What are all the items that are located in the administrative territorial entity of Moscow?,paths,-1
282,What administrative territorial entities is Berlin located in?,paths,-1
283,What is the administrative territorial entity in which Saint Petersburg is located in?,paths,-1
284,What is the administrative territorial entity in which the Rhine Province is located?,paths,-1
285,Which administrative territorial entities is Israel located in?,paths,-1
286,What is the administrative territorial entity where Florida is located?,paths,-1
287,What administrative territorial entities is London located in?,paths,-1
288,What administrative territorial entities is Paris located in?,paths,-1
289,Which administrative territorial entities is Haarlem located in?,paths,-1
290,What is the administrative territorial entity in which the subject is located?,paths,-1
291,What administrative territorial entities are located in North Rhine-Westphalia?,paths,-1
292,What are the locations that are located in the administrative territorial entity Hauts-de-Seine?,paths,-1
293,What is the administrative territorial entity that Ille-et-Vilaine is located in?,paths,-1
294,Which administrative territorial entities is Mayenne located in?,paths,-1
295,What administrative territorial entities is Pennsylvania located in?,paths,-1
296,What administrative territorial entities are located within France?,paths,-1
297,What administrative territorial entities is Genoa located in?,paths,-1
298,What administrative territorial entities is Munich located in?,paths,-1
299,What administrative territorial entities is Vienna located in?,paths,-1
300,Which administrative territorial entities is Quebec located in?,paths,-1
301,What administrative territorial entities is Aceh located in?,paths,-1
302,What entities are located in the administrative territorial entity of Scotland?,paths,-1
303,What administrative territorial entity is Ulm located in?,paths,-1
304,What administrative territorial entities are located within Italy?,paths,-1
305,What administrative territorial entities is Paris located in?,paths,-1
306,What are the administrative territorial entities located within Baden-Württemberg?,paths,-1
307,What administrative territorial entities are locations of the subject?,paths,-1
308,Where is the administrative territorial entity located?,paths,-1
309,Which administrative territorial entities contain or are contained in Brandenburg?,paths,-1
310,What administrative territorial entities are located in Quebec?,paths,-1
311,What is the administrative territorial entity location of Germany?,paths,-1
312,What are all the items located in Wales and its administrative territorial entities?,paths,-1
313,What entities are located in the administrative territorial entity Bavaria?,paths,-1
314,What entities are located in administrative territorial divisions within Sweden?,paths,-1
315,What villages are located in administrative territorial entities?,paths,-1
316,What is the administrative territorial entity in which Žďár nad Sázavou District is located?,paths,-1
317,What administrative territorial entity or country is entity x1 located in?,paths,-1
318,Which painters have someone or something named after them?,paths,-1
319,What administrative territorial entity is included in the relationship between x1 and x2?,paths,-1
320,"What are the entities in Wikidata that have a label in their native language corresponding to ""cancer""?",paths,-1
321,What are the entities that are either followed by or follow another entity in Wikidata?,paths,-1
322,What is the headquarters location of entity x2?,paths,-1
323,What are all the items that have received an award that is a subclass of Academy Awards?,paths,-1
324,What are all the items that have received an award that is a subclass of the Nobel Prize?,paths,-1
325,What are all the parent taxa of insects in Wikidata?,paths,-1
326,What are the descendants of the family Meropidae in the taxonomic hierarchy?,paths,-1
327,What are the parent taxa of Herons?,paths,-1
328,What are all the parent taxa of the sunbird?,paths,-1
329,What is the parent taxon of Ploceidae?,paths,-1
330,"What are the subcategories of the taxon ""Otididae""?",paths,-1
331,What are the parent taxons of the Phasianidae?,paths,-1
332,What are all the different levels of parent taxons for the hornbill species?,paths,-1
333,"What are all the subcategories of the taxonomic category ""Alcidae""?",paths,-1
334,What are the species that belong to the taxonomic group Lepidoptera or any of its parent taxonomic groups?,paths,-1
335,What are the parent taxa of Emberizidae?,paths,-1
336,"What are the descendants of the taxonomic group ""Hirundinidae""?",paths,-1
337,What are all the parent taxa of Formicariidae?,paths,-1
338,What are all the animals and their parent taxa in Wikidata?,paths,-1
339,What are all the parent taxa of the plant?,paths,-1
340,What is the parent taxon of the family Petroicidae?,paths,-1
341,What are all the instances of taxonomic parents for a given taxon?,paths,-1
342,What are all the parent taxa of the class Theria in Wikidata?,paths,-1
343,What are the parent taxons of songbirds?,paths,-1
344,What are the parent taxons of Carnivora?,paths,-1
345,What are the higher-level taxa of mammals in Wikidata?,paths,-1
346,What are the parent taxa of plants in Wikidata?,paths,-1
347,What are the parent taxa of entities with a specific taxonomic rank?,paths,-1
348,What are the parent taxons of the parent taxon of Panthera?,paths,-1
349,What is the taxon name of the parent taxon of the entity represented by ?x1?,paths,-1
350,What countries have a direct or indirect relationship with the United Kingdom?,paths,-1
351,What countries have a direct or indirect relationship with Germany?,paths,-1
352,What countries are connected through a series of country relationships on Wikidata?,paths,-1
353,What countries are related to the People's Republic of China?,paths,-1
354,What are the countries that are directly or indirectly connected to Germany?,paths,-1
355,What are the objects that have a country property set to Spain in Wikidata?,paths,-1
356,"What are all the instances of the entity ""country""?",paths,-1
357,What are all the items with <country> or <country of origin> set to <United States of America>?,paths,-1
358,What is the country or country of origin of ?x1?,paths,-1
359,What are all the items that depict or are subclasses of alcoholic beverages?,paths,-1
360,Which entities were born in Wales or its administrative territorial divisions?,paths,-1
361,What is the place of birth of individuals located in the administrative territorial entity of Finland?,paths,-1
362,What are the entities with a place of birth located in the Canary Islands?,paths,-1
363,What is the coordinate location of the place of birth for the entity?,paths,-1
364,What is the elevation or height above sea level for ?x1?,paths,-1
365,What is the place of death for individuals who have a connection to Mount Everest?,paths,-1
366,Which entities are connected with each other in Wikidata?,paths,-1
367,What are all the subclasses of a monarch?,paths,-1
368,What are the subclasses of academic discipline?,paths,-1
369,What are the occurrences that are subclasses of other occurrences in Wikidata?,paths,-1
370,What are all the subclasses of cancer?,paths,-1
371,What are the subclasses of the disease?,paths,-1
372,What are the subclasses of a bridge?,paths,-1
373,What are all the subclasses of the occupation?,paths,-1
374,What are all the subclasses of a scholarly article?,paths,-1
375,What are all the subclasses of a dog in Wikidata?,paths,-1
376,What are all the subclasses of 'body of water' in Wikidata?,paths,-1
377,What are all the rural districts and their subclasses in Wikidata?,paths,-1
378,What are all the subclasses of a Member of Parliament?,paths,-1
379,What are the different types of buildings that are subclasses of church buildings in wikidata?,paths,-1
380,What are all the physical locations and their subclasses in Wikidata?,paths,-1
381,What are all the Wikimedia internal items and their subclasses?,paths,-1
382,What are all the electoral units and their subclasses in Wikidata?,paths,-1
383,What are all the subclasses of a war?,paths,-1
384,What athletes have subclasses in wikidata?,paths,-1
385,What are all the composed musical works and their subclasses?,paths,-1
386,What are the subclasses of signaling receptor activity?,paths,-1
387,What are all the instances of <type> and its subclasses in Wikidata?,paths,-1
388,What are all subclasses of <text>?,paths,-1
389,What are the different types of creators in Wikidata?,paths,-1
390,What are all the subclasses of leukemia?,paths,-1
391,What are the different types of musical instruments?,paths,-1
392,What are all the subclasses of the entity specified?,paths,-1
393,What are the different levels of administrative divisions in Germany?,paths,-1
394,What are all the positions that are subclasses of the general term 'position' in Wikidata?,paths,-1
395,What is the classification hierarchy for the specified object in Wikidata?,paths,-1
396,What are all the subclasses of a village?,paths,-1
397,What are all the subclasses of an administrative territorial entity?,paths,-1
398,What are all the subclasses of humans in Wikidata?,paths,-1
399,What are all the subclasses of geographical features in Wikidata?,paths,-1
400,What are all the organisms and their subclasses in Wikidata?,paths,-1
401,"What are all the subclasses of the entity ""video game""?",paths,-1
402,"What are all the subclasses of the entity ""computer scientist"" in Wikidata?",paths,-1
403,What are the subclasses of the geographic region?,paths,-1
404,What drugs are subclasses of other drugs in Wikidata?,paths,-1
405,What are all the subclasses of a given entity in Wikidata?,paths,-1
406,What are all the instances where one entity is a subclass of another entity?,paths,-1
407,What are some examples of building materials and their subclasses in Wikidata?,paths,-1
408,What are all the subclasses of physical objects in Wikidata?,paths,-1
409,What are all the subclasses of head of government?,paths,-1
410,What are all the subclasses of ordinary matter in Wikidata?,paths,-1
411,What are all the subclasses of the entity?,paths,-1
412,What are some examples of human settlements?,paths,-1
413,What are all the subclasses of <object>?,paths,-1
414,What are the different types of deaths?,paths,-1
415,What are the geographical features that are subclasses of other geographical features?,paths,-1
416,What are all the abstract entities and their subclasses in Wikidata?,paths,-1
417,What are all the subclasses of the class 'animal' in Wikidata?,paths,-1
418,"What are the subclasses of the type ""scientist"" in Wikidata?",paths,-1
419,What are the subclasses of the entity represented by variable x1 in Wikidata?,paths,-1
420,What are all the instances where X1 is a subclass of X2 in Wikidata?,paths,-1
421,What are all the chemical compounds and their subclasses in Wikidata?,paths,-1
422,What are the subclasses or instances of the entity represented by variable ?x1?,paths,-1
423,What are the individuals who have Israel as their country of citizenship?,paths,-1
424,What is the nationality of individuals who are citizens of the Kingdom of the Netherlands?,paths,-1
425,What are the people with the country of citizenship as People's Republic of China in Wikidata?,paths,-1
426,What are all the instances of airports in Wikidata?,paths,-1
427,What are all the Wikimedia list articles available in Wikidata?,paths,-1
428,What are the instances of the taxon?,paths,-1
429,What are the authority control items in Wikidata?,paths,-1
430,What are all the municipalities of Spain?,paths,-1
431,What are all the instances of an entity with the title not found?,paths,-1
432,What are all the instances of islands in Wikidata?,paths,-1
433,What are all the instances of railway networks?,paths,-1
434,What are the different types of automobile models?,paths,-1
435,What are all the instances of museums?,paths,-1
436,What are all the instances of universities in Wikidata?,paths,-1
437,What are all the instances of towns in Wikidata?,paths,-1
438,What are all the instances of items that are beaches in Wikidata?,paths,-1
439,What are all instances of Wikimedia disambiguation pages?,paths,-1
440,What are all the instances of commune of France in Wikidata?,paths,-1
441,Which entities are instances of a city in Wikidata?,paths,-1
442,What are all the instances of the key entity in Wikidata?,paths,-1
443,What are all the instances of humans in Wikidata?,paths,-1
444,What are all the instances that are countries?,paths,-1
445,What are all the architectural structures in Wikidata?,paths,-1
446,What are the instances of the entity that does not have a title in Wikidata?,paths,-1
447,What are all the instances of the entity represented by variable ?x1 in the Wikidata knowledge base?,paths,-1
448,What are all the instances of businesses on Wikidata?,paths,-1
449,What are all the instances of human settlements?,paths,-1
450,What are the instances of the subject in Wikidata?,paths,-1
451,What are the instances of entities with ticker symbols in Wikidata?,paths,-1
452,What are the instances of mountains with NACSIS-CAT author ID in Wikidata?,paths,-1
453,What are all instances and subclasses of <family name>?,paths,-1
454,What are all the instances and subclasses of GLAM in Wikidata?,paths,-1
455,What are the instances or subclasses of a federated state?,paths,-1
456,What are all the instances of first-level administrative divisions in Wikidata?,paths,-1
457,What are all the instances and subclasses of newspapers in Wikidata?,paths,-1
458,What are all the instances of or subclasses of chemical compounds stored in Wikidata?,paths,-1
459,What are all the entities that are instances of or subclasses of the Wikimedia template on Wikidata?,paths,-1
460,"What are the instances and subclasses of the concept ""game"" in Wikidata?",paths,-1
461,What are all the films in Wikidata?,paths,-1
462,What are all the items that are instances of or sublcasses of ship in Wikidata?,paths,-1
463,What are all the instances and subclasses of the entity that is an appliance in Wikidata?,paths,-1
464,What occurrences are associated with the items that are instances of or subclasses of a certain class?,paths,-1
465,What are the instances and subclasses of cancer?,paths,-1
466,"What are the instances or subclasses of the concept ""ambassador""?",paths,-1
467,"What are the instances and subclasses of the concept ""bridge"" in Wikidata?",paths,-1
468,What are all the instances and subclasses of a dam?,paths,-1
469,What are all the instances that are instances of an airport or a subclass of an airport?,paths,-1
470,What are the instances and subclasses of the occupation?,paths,-1
471,What are all the instances and subclasses of reservoirs?,paths,-1
472,What are all the scholarly articles and their subclasses in Wikidata?,paths,-1
473,What are all the instances and subclasses of structures of worship in Wikidata?,paths,-1
474,What are the instances or subclasses of local government in Germany in Wikidata?,paths,-1
475,What are all the instances or subclasses of a Wikimedia project page in Wikidata?,paths,-1
476,"What are all the entities that are instances of or subclasses of ""arts venue""?",paths,-1
477,What are all the instances and subclasses of <concept>?,paths,-1
478,What are all the instances or subclasses of legislative terms?,paths,-1
479,What are all the instances and subclasses of municipalities?,paths,-1
480,"What are all the instances and subclasses of ""body of water"" in Wikidata?",paths,-1
481,What are all the instances and subclasses of a specific concrete object in Wikidata?,paths,-1
482,What are all the instances and subclasses of rural districts in Wikidata?,paths,-1
483,What are the instances and subclasses of human-geographic territorial entities in Wikidata?,paths,-1
484,What provinces are located in Afghanistan?,paths,-1
485,What are all the instances and subclasses of power stations in Wikidata?,paths,-1
486,"What are all of the instances and subclasses of the entity ""taxon"" in Wikidata?",paths,-1
487,What are all the instances and subclasses of an event in Wikidata?,paths,-1
488,What are all the natural physical objects listed in Wikidata?,paths,-1
489,What are all the entities that are instances of or subclasses of hospitals in Wikidata?,paths,-1
490,What are all the instances and subclasses of a church building?,paths,-1
491,What are all the instances and subclasses of a physical location in Wikidata?,paths,-1
492,What are all of the instances and subclasses of a grave in Wikidata?,paths,-1
493,"What are all the instances or subclasses of the concept ""square"" in Wikidata?",paths,-1
494,What are all the instances and subclasses of a specific class in Wikidata?,paths,-1
495,What are all the instances and subclasses of <deity>?,paths,-1
496,What are all the instances and subclasses of the entity that has the record label?,paths,-1
497,What are the instances or subclasses of administrative territorial entities of Prussia?,paths,-1
498,What are the entities that have the Wikidata property for authority control?,paths,-1
499,What are all the entities that are instances or subclasses of local government areas in Australia?,paths,-1
500,What are all the academic journal articles in Wikidata?,paths,-1
501,What are all the instances and subclasses of a weather station in Wikidata?,paths,-1
502,What are all the instances or subclasses of the article?,paths,-1
503,What electoral units are instances or subclasses of?,paths,-1
504,"What are all the instances or subclasses of the entity ""episode"" in Wikidata?",paths,-1
505,What are the instances or subclasses of entities that have a specific identifier on Wikidata?,paths,-1
506,What are all the instances and subclasses of Eastern Orthodox church building in Wikidata?,paths,-1
507,What are all the instances and subclasses of health problems in Wikidata?,paths,-1
508,What are all the instances and subclasses of cultural properties?,paths,-1
509,What are all the athletes in Wikidata?,paths,-1
510,What are all the items that are instances of or subclasses of protein-coding genes?,paths,-1
511,What are all the instances and subclasses of Harry Potter characters in Wikidata?,paths,-1
512,What are all the instances and subclasses of food in Wikidata?,paths,-1
513,What are all the instances and subclasses of cultural heritage?,paths,-1
514,What are the items that are instances of or subtypes of 'geographic location'?,paths,-1
515,What are all the instances and subclasses of a physical object in Wikidata?,paths,-1
516,What are the instances and subclasses of a park?,paths,-1
517,What are all the instances that are lakes in Wikidata?,paths,-1
518,What are all the instances and subclasses of a castle?,paths,-1
519,What are all the instances and subclasses of an island in Wikidata?,paths,-1
520,What are all the instances and subclasses of text in Wikidata?,paths,-1
521,What are all the instances and subclasses of educational institutions in Wikidata?,paths,-1
522,What are all the instances and subclasses of agents in Wikidata?,paths,-1
523,What are all the instances of religious buildings in Wikidata?,paths,-1
524,Which entities are instances of or subclasses of <branch of science>?,paths,-1
525,"What are all the instances or subclasses of ""federal state of Austria""?",paths,-1
526,"What are all the instances and subclasses of ""municipality in Germany"" in Wikidata?",paths,-1
527,What are the instances and subclasses of the Ministry of the Kingdom of Italy in Wikidata?,paths,-1
528,What are all the instances and subclasses of wine in Wikidata?,paths,-1
529,What are all the instances and subclasses of biological sex?,paths,-1
530,What are the instances or subclasses of <Title not found>?,paths,-1
531,What are all the instances and subclasses of cathedral in Wikidata?,paths,-1
532,What are all the instances and subclasses of a biological process in Wikidata?,paths,-1
533,What are all the instances and subclasses of National Park System unit in Wikidata?,paths,-1
534,What is the instance of or subclass of Regency of Indonesia?,paths,-1
535,What are all the instances of paintings and their subclasses in Wikidata?,paths,-1
536,What are all the instances and subclasses of a museum in Wikidata?,paths,-1
537,"What are all the instances and subclasses of ""media"" in Wikidata?",paths,-1
538,What are all the instances and subclasses of roads in Wikidata?,paths,-1
539,What are all the television series seasons in Wikidata?,paths,-1
540,What is the instance of or subclass of entity <entity>?,paths,-1
541,"What are all the items that are instances of or subclasses of the concept ""watercourse"" in Wikidata?",paths,-1
542,What is an administrative territorial entity of Austria?,paths,-1
543,What are all the instances of sovereign states or their subclasses?,paths,-1
544,"Which items are instances of or subclasses of the entity ""deanery""?",paths,-1
545,"What are all the instances or subclasses of a ""work"" in Wikidata?",paths,-1
546,What are the administrative divisions of Germany?,paths,-1
547,What are all the instances and subclasses of a school in Wikidata?,paths,-1
548,What universities are included in Wikidata?,paths,-1
549,What are all the instances and subclasses of a town in Wikidata?,paths,-1
550,What are all the instances and subclasses of a river in Wikidata?,paths,-1
551,"What buildings are instances of or subclasses of the class ""building""?",paths,-1
552,What are the instances and subclasses of organizations in Wikidata?,paths,-1
553,"What are all the entities that are instances of or subclasses of the class ""album""?",paths,-1
554,"What are all the instances and subclasses of the concept ""business"" in wikidata?",paths,-1
555,What are all the instances and subclasses of a commune of France in Wikidata?,paths,-1
556,What are all the instances and subclasses of a human settlement?,paths,-1
557,What are all the items that are instances or subclasses of a specific object on Wikidata?,paths,-1
558,"What are all the instances and subclasses of the concept ""monument""?",paths,-1
559,"What are all the items that are instances or subclasses of ""prefecture of Japan"" in Wikidata?",paths,-1
560,What are all the instances and subclasses of a city in Wikidata?,paths,-1
561,What are all the instances and subclasses of villages in Wikidata?,paths,-1
562,What educational organizations are there in Wikidata?,paths,-1
563,What are all the television series and their instances and subclasses in Wikidata?,paths,-1
564,What are all the instances and subclasses of Rathaus in Wikidata?,paths,-1
565,What are all the entities that are instances or subclasses of administrative territorial entities?,paths,-1
566,What are all the tourist attractions on Wikidata?,paths,-1
567,What are all the listed buildings in the United Kingdom?,paths,-1
568,"What are all the instances and subclasses of the entity that has the property ""instance of"" or ""subclass of"" book?",paths,-1
569,What are all the instances and subclasses of humans in Wikidata?,paths,-1
570,What are all the instances and subclasses of geographical features in Wikidata?,paths,-1
571,What countries are instances of a country or a subclass of a country in Wikidata?,paths,-1
572,What is the entity that is an instance of or a subclass of <trail>?,paths,-1
573,What are all the structures and their subclasses in Wikidata?,paths,-1
574,What are all the items that are instances of or subclasses of a library?,paths,-1
575,What are all the abstract entities and their instances or subclasses in Wikidata?,paths,-1
576,What are all the instances or subclasses of a station in Wikidata?,paths,-1
577,What are all the instances and subclasses of a state in Wikidata?,paths,-1
578,What are all the instances and subclasses of animals in Wikidata?,paths,-1
579,What are all the instances and subclasses of software in Wikidata?,paths,-1
580,What are all instances and subclasses of streets in Wikidata?,paths,-1
581,What are all the instances and subclasses of chemical substances in Wikidata?,paths,-1
582,What are all the architectural structures in Wikidata?,paths,-1
583,"What are all the items that are instances or subclasses of the concept ""mine"" in Wikidata?",paths,-1
584,What are all the instances and subclasses of artificial physical objects in Wikidata?,paths,-1
585,What are all the items that are instances of or subclasses of geographic regions?,paths,-1
586,What are all the instances and subclasses of <name>?,paths,-1
587,Which entities are instances of or subclasses of the concept 'factory'?,paths,-1
588,What are all the instances and subclasses of a thoroughfare in Wikidata?,paths,-1
589,What are all the works of art in Wikidata?,paths,-1
590,What are all the archaeological sites and their instances/subclasses in Wikidata?,paths,-1
591,What are all the items that are instances of or subclasses of a mountain?,paths,-1
592,What are all the instances and subclasses of sculptures?,paths,-1
593,What are all the items that are instances of or subclasses of subterranea in Wikidata?,paths,-1
594,What are all the districts in Austria?,paths,-1
595,What are all the instances and subclasses of a manuscript in Wikidata?,paths,-1
596,What are all the instances of or subclasses of manor houses in Wikidata?,paths,-1
597,What is the knowledge of the instances or subclasses present in the Wikidata database?,paths,-1
598,What are all the fictional characters in Wikidata?,paths,-1
599,What are all the instances and subclasses of a coal mine?,paths,-1
600,What are the instances or subclasses of <start time>?,paths,-1
601,What are the instances and subclasses of the entities represented by variables x1 and x2 in Wikidata?,paths,-1
602,What are the instances and subclasses of occurrence in Wikidata?,paths,-1
603,What are all the instances and subclasses of church buildings?,paths,-1
604,"What are all the items that are instances of or subclasses of the class ""food"" in Wikidata?",paths,-1
605,Which entities are instances of or subclasses of a geographic region in Wikidata?,paths,-1
606,What are the instances and subclasses of the entities?,paths,-1
607,What are all the instances or subclasses of national parks in Wikidata?,paths,-1
608,What are all the instances or subclasses of a human in Wikidata?,paths,-1
609,What are all the instances of taxons in Wikidata?,paths,-1
610,What are all the instances or subclasses of GLAM on Wikidata?,paths,-1
611,"What are all the instances or subclasses of the entity ""first-level administrative division""?",paths,-1
612,What are the instances or subclasses of the taxon?,paths,-1
613,What are all the academic journal articles?,paths,-1
614,What are all the instances or subclasses of entities that have a Wikidata property for an identifier?,paths,-1
615,What are all the instances or subclasses of the entity with the title not found?,paths,-1
616,What are all the items that are instances or subclasses of a museum?,paths,-1
617,What are all the human settlements in Wikidata?,paths,-1
618,"What are all the instances or subclasses of the concept ""city""?",paths,-1
619,What are all the instances or subclasses of a work of art in Wikidata?,paths,-1
620,What are all the instances or subclasses of manor houses?,paths,-1
621,What are the instances or subclasses of a specific entity in Wikidata?,paths,-1
622,What are the instances of x1 in terms of x2?,paths,-1
623,What are the instances of the Commons category for each item?,paths,-1
624,What are all the instances and subclasses of a human settlement?,paths,-1
625,"What cities are instances of or subclasses of the class ""city"" in Wikidata?",paths,-1
626,What are all the instances and subclasses of humans in Wikidata?,paths,-1
627,What are all the instances and subclasses of manor houses?,paths,-1
628,What are all the instances or subclasses of physics in Wikidata?,paths,-1
629,What are the entities that are instances of or subclasses of a specific query language?,paths,-1
630,What are all the instances or subclasses of the given entity?,paths,-1
631,What are all the entities that are part of Latin America in Wikidata?,paths,-1
632,What are all the parts of Noctes Atticae?,paths,-1
633,What are all the parts that make up entity x2?,paths,-1
634,What are all the subclasses of a specific class in Wikidata?,paths,-1
635,What are the parts of ?x1 and their connections to ?x2 in Wikidata?,paths,-1
636,What are the official languages of the country with the specified ISO 639-1 code?,paths,-1
637,What are the positions held by the President of Artsakh in Wikidata?,paths,-1
638,What individuals have held the position of president?,paths,-1
639,What is the location of the mouth of the Saint-Maurice river?,paths,-1
640,Retrieve all descendants of Nicholas Soames.,paths,-1
641,What is the list of all children of Henry of Scotland?,paths,-1
642,Who are all the children of Ian Liddell-Grainger?,paths,-1
643,What are the children of Nicholas Soames?,paths,-1
644,What are the child/children of Ian Liddell-Grainger?,paths,-1
645,What are the children of <entity>?,paths,-1
646,What is the field of work or occupation of the entity?,paths,-1
647,Which authors or composers are associated with the entity represented by x1?,paths,-1
648,"Who is the discoverer, inventor, or creator of ?x1?",paths,-1
649,What are the types of sports related to road bicycle racing on wikidata?,paths,-1
650,What are the relationships between two items based on their RKDartists ID?,paths,-1
651,What is the location of formation for entities located in Wales?,paths,-1
652,What is the main category of the Wikimedia category in Wikidata?,paths,-1
653,What are the main subjects related to entity ?x2?,paths,-1
654,What is the taxonomic name of the parent of a given taxon?,paths,-1
655,Which instances are descendants of a specific parent taxon in wikidata?,paths,-1
656,Who are the parents of Nicholas Soames?,paths,-1
657,Who are the children of Ian Liddell-Grainger?,paths,-1
658,Who are the children of Nicholas Soames?,paths,-1
659,Who are the parents of Ian Liddell-Grainger?,paths,-1
660,What are the authors of the entity represented by ?x1?,paths,-1
1,What properties does meat have in Wikidata?,single_bgps,-1
2,What information is available about Derek Hough in Wikidata?,single_bgps,-1
3,What type of entity is Corfe Castle?,single_bgps,-1
4,What are the sources that describe climate change?,single_bgps,-1
5,Who were the children of Johann Sebastian Bach?,single_bgps,-1
6,What administrative territorial entity is contained within Pennsylvania?,single_bgps,-1
7,"What are the properties of the Wikidata item for ""house cat""?",single_bgps,-1
8,What are the coordinates of Barcelona?,single_bgps,-1
9,What is the instance of Russia in Wikidata?,single_bgps,-1
10,What are the coordinates of Russia?,single_bgps,-1
11,What is the OKATO ID of Russia in Wikidata?,single_bgps,-1
12,What material is a beard made from?,single_bgps,-1
13,What are the coordinates of San Jose?,single_bgps,-1
14,"What information is available about the concept of ""hunger"" in Wikidata?",single_bgps,-1
15,What is the height of the item with the intelligence quotient property in Wikidata?,single_bgps,-1
16,What information is available about being vegetarian in Wikidata?,single_bgps,-1
17,What is the geographic shape of Pembrokeshire?,single_bgps,-1
18,What information is available about England in Wikidata?,single_bgps,-1
19,What is the height of the Eiffel Tower?,single_bgps,-1
20,What are the subclasses of machine learning?,single_bgps,-1
21,What information is available about the entity Myka on Wikidata?,single_bgps,-1
22,What information is available about Python on Wikidata?,single_bgps,-1
23,"What information is available about the movie ""Ghost Dog: The Way of the Samurai"" on Wikidata?",single_bgps,-1
24,Who is the spouse of Eugenio Derbez?,single_bgps,-1
25,What material is a beard made from?,single_bgps,-1
26,"What are the subclasses of ""beard""?",single_bgps,-1
27,What is the instance of Douglas Adams?,single_bgps,-1
28,What is the country of citizenship of Bob Sapp?,single_bgps,-1
29,What are the subclasses of Beard?,single_bgps,-1
30,What material is a beard made from?,single_bgps,-1
31,What is the subclass of <object>?,single_bgps,-1
32,What are the attributes of Miguel de Cervantes in Wikidata?,single_bgps,-1
33,What is the coordinate location of Berlin?,single_bgps,-1
34,What is the occupation of Ada Lovelace?,single_bgps,-1
35,What are the properties of Ada Lovelace in Wikidata?,single_bgps,-1
36,What notable works is Leonardo da Vinci known for?,single_bgps,-1
37,What is the connection between Barack Obama and the United States of America in Wikidata?,single_bgps,-1
38,What are the coordinates of Ealing?,single_bgps,-1
39,What is the country of London?,single_bgps,-1
40,What is the instance of Hamburger Verkehrsverbund?,single_bgps,-1
41,What is Noam Chomsky known for?,single_bgps,-1
42,What is the relationship between Noam Chomsky and the United States of America in Wikidata?,single_bgps,-1
43,What are all the species in Wikidata?,single_bgps,-1
44,Who were the students of Leonardo da Vinci?,single_bgps,-1
45,What are the names of individuals who are baseball managers?,single_bgps,-1
46,What are the names of all actors in Wikidata?,single_bgps,-1
47,What are the occupations of people who are chemists?,single_bgps,-1
48,What are the occupations of individuals who are computer scientists?,single_bgps,-1
49,What politicians are included in Wikidata?,single_bgps,-1
50,What are the occupations of people who are associated with football players?,single_bgps,-1
51,What are the occupations of the entities in Wikidata?,single_bgps,-1
52,What narrative universe does Tolkien's legendarium belong to?,single_bgps,-1
53,What is the population of the entity?,single_bgps,-1
54,Which items have a publisher located in Portugal?,single_bgps,-1
55,What is the inflation rate of the item?,single_bgps,-1
56,How many elevators does entity x1 have?,single_bgps,-1
57,What administrative territorial entity is Aachen located in?,single_bgps,-1
58,Which entities are located in the United Kingdom?,single_bgps,-1
59,What administrative territorial entity is Athens located in?,single_bgps,-1
60,What is located in the administrative territorial entity of Province of Turin?,single_bgps,-1
61,What is the administrative territorial entity in which the Antarctic Treaty area is located?,single_bgps,-1
62,What administrative territorial entity is Perth located in?,single_bgps,-1
63,What administrative territorial entity is the location of the subject?,single_bgps,-1
64,What is the eye color of the subject in Wikidata?,single_bgps,-1
65,What are the genres of the items in Wikidata?,single_bgps,-1
66,What or who is named after Francis of Assisi?,single_bgps,-1
67,"What is the publication that the Apparatus - Journal for Film, Media and Digital Cultures of Central and Eastern Europe has been published in?",single_bgps,-1
68,What publications have been published in which journals?,single_bgps,-1
69,What are the World Heritage Sites?,single_bgps,-1
70,What are the titles of items in Wikidata?,single_bgps,-1
71,What are the GeoNames IDs for all entities in Wikidata?,single_bgps,-1
72,What are the headquarters locations for items in Wikidata?,single_bgps,-1
73,What are the cast members of Tom Hiddleston?,single_bgps,-1
74,What are the cast members of the given entity?,single_bgps,-1
75,What are the individuals who have received the Spellemann Award in the folk category?,single_bgps,-1
76,What are all the items created by John Ingleby?,single_bgps,-1
77,What artworks were created by El Greco?,single_bgps,-1
78,What works were created by Rembrandt?,single_bgps,-1
79,What items were created by Peter Paul Rubens?,single_bgps,-1
80,What are the creators of the items in Wikidata?,single_bgps,-1
81,What are the parent taxa of Trigonopterus?,single_bgps,-1
