query_id,query,label
P375,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P17> ?x2 .
	?x1 <http://www.wikidata.org/prop/direct/P625> ?x3 .
	?x1 <http://www.wikidata.org/prop/direct/P31> ?c83 .
	?c83 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q158683> .
}",0
P376,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P300> ?x2 .
	<http://www.wikidata.org/entity/Q29871816> <http://www.wikidata.org/prop/direct/P131>* ?x1 .
}",0
P378,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P300> ?x2 .
	<http://www.wikidata.org/entity/Q29884672> <http://www.wikidata.org/prop/direct/P131>* ?x1 .
}",0
P379,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P17> <http://www.wikidata.org/entity/Q38> .
	?x2 <http://www.wikidata.org/prop/direct/P31> ?c501 .
	?c501 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q192611> .
}",0
P380,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P300> ?x2 .
	<http://www.wikidata.org/entity/Q894219> <http://www.wikidata.org/prop/direct/P131>* ?x1 .
}",0
P381,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P300> ?x2 .
	<http://www.wikidata.org/entity/Q2321874> <http://www.wikidata.org/prop/direct/P131>* ?x1 .
}",0
P382,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P131> ?x2 .
	?x1 <http://www.wikidata.org/prop/direct/P31> ?x3 .
	?x2 <http://www.wikidata.org/prop/direct/P131>* <http://www.wikidata.org/entity/Q263742> .
	?x3 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q56061> .
}",0
P383,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P31> <http://www.wikidata.org/entity/Q40614> .
	?x1 <http://www.wikidata.org/prop/direct/P131>* <http://www.wikidata.org/entity/Q30> .
}",0
P384,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P300> ?x2 .
	<http://www.wikidata.org/entity/Q1644223> <http://www.wikidata.org/prop/direct/P131>* ?x1 .
}",0
P385,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P17> <http://www.wikidata.org/entity/Q191> .
	?x1 <http://www.wikidata.org/prop/direct/P131> ?c804 .
	?c804 <http://www.wikidata.org/prop/direct/P31>* <http://www.wikidata.org/entity/Q532> .
}",0
P386,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P921> <http://www.wikidata.org/entity/Q2013> .
	?x1 <http://www.wikidata.org/prop/direct/P31> ?c909 .
	?c909 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q191067> .
}",1
P387,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P131> ?x2 .
	?x1 <http://www.wikidata.org/prop/direct/P17> <http://www.wikidata.org/entity/Q183> .
	?x1 <http://www.wikidata.org/prop/direct/P625> ?x3 .
	?x1 <http://www.wikidata.org/prop/direct/P31> ?c449 .
	?c449 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q486972> .
	?x1 <http://www.wikidata.org/prop/direct/P131>+ <http://www.wikidata.org/entity/Q985> .
}",0
P388,"SELECT * WHERE {
	<http://www.wikidata.org/entity/Q6287639> <http://www.wikidata.org/prop/direct/P106> ?x1 .
	?x1 <http://www.wikidata.org/prop/direct/P279>* ?c761 .
	?c761 <http://www.wikidata.org/prop/direct/P425> ?x2 .
}",1
P389,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P300> ?x2 .
	<http://www.wikidata.org/entity/Q41353339> <http://www.wikidata.org/prop/direct/P131>* ?x1 .
}",0
P390,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P300> ?x2 .
	<http://www.wikidata.org/entity/Q15850691> <http://www.wikidata.org/prop/direct/P131>* ?x1 .
}",0
P392,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P17> <http://www.wikidata.org/entity/Q17> .
	?x1 <http://www.wikidata.org/prop/direct/P625> ?x2 .
	?x1 <http://www.wikidata.org/prop/direct/P31> ?c917 .
	?c917 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q82794> .
}",0
P393,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P31> ?x2 .
	?x1 <http://www.wikidata.org/prop/direct/P131>+ <http://www.wikidata.org/entity/Q1449> .
	?x2 <http://www.wikidata.org/prop/direct/P279>+ <http://www.wikidata.org/entity/Q486972> .
}",0
P394,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P1423> ?x2 .
	?x1 <http://www.wikidata.org/prop/direct/P31> <http://www.wikidata.org/entity/Q19887878> .
	<http://www.wikidata.org/entity/Q835125> <http://www.wikidata.org/prop/direct/P31> ?c46 .
	?c46 <http://www.wikidata.org/prop/direct/P279>* ?x2 .
}",0
P395,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P300> ?x2 .
	<http://www.wikidata.org/entity/Q640191> <http://www.wikidata.org/prop/direct/P131>* ?x1 .
}",0
P396,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P27> <http://www.wikidata.org/entity/Q30> .
	?x1 <http://www.wikidata.org/prop/direct/P31> ?c627 .
	?c627 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q5> .
}",0
P397,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P625> ?x2 .
	?x1 <http://www.wikidata.org/prop/direct/P31> ?c704 .
	?c704 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q3918> .
	?x1 <http://www.wikidata.org/prop/direct/P131>* <http://www.wikidata.org/entity/Q84> .
}",0
P398,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P1435> <http://www.wikidata.org/entity/Q811165> .
	?x1 <http://www.wikidata.org/prop/direct/P17> <http://www.wikidata.org/entity/Q183> .
	?x1 <http://www.wikidata.org/prop/direct/P131>+ <http://www.wikidata.org/entity/Q980> .
}",0
P399,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P170> ?x2 .
	?x1 <http://www.wikidata.org/prop/direct/P276> ?x3 .
	?x2 <http://www.wikidata.org/prop/direct/P463> <http://www.wikidata.org/entity/Q270920> .
	?x1 <http://www.wikidata.org/prop/direct/P31> ?c776 .
	?c776 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q3305213> .
	?x3 <http://www.wikidata.org/prop/direct/P131>* <http://www.wikidata.org/entity/Q145> .
}",0
P400,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P625> ?x2 .
	?x1 <http://www.wikidata.org/prop/direct/P31> ?c803 .
	?c803 <http://www.wikidata.org/prop/direct/P271>* <http://www.wikidata.org/entity/Q8502> .
}",0
P401,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P279> ?x2 .
	?x1 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q34379> .
}",0
P402,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P300> ?x2 .
	<http://www.wikidata.org/entity/Q481120> <http://www.wikidata.org/prop/direct/P131>* ?x1 .
}",0
P403,"SELECT * WHERE {
	?x1 <http://www.wikidata.org/prop/direct/P17> ?x2 .
	?x2 <http://www.wikidata.org/prop/direct/P31> <http://www.wikidata.org/entity/Q6256> .
	?x1 <http://www.wikidata.org/prop/direct/P31> ?c942 .
	?c942 <http://www.wikidata.org/prop/direct/P279>* <http://www.wikidata.org/entity/Q10864048> .
}",0
